,0,1,2,3
23,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qexg0zroviootgx&PageNO=1,台大生醫分院啟用複合式手術室 提高肺癌等手術精準度2020-08-12,2020-08-12,"
台大醫院新竹生醫園區分院率先建置大新竹地區造影功能的複合式手術室，讓醫師利用精準的數位影像導引大幅提升手術精確度，將可造福需要細微精確手術治療的早期肺癌、心血管或神經疾病患者，日前已順利為一名早期肺癌患者進行肺腫瘤切除手術。
台大生醫分院院長余忠仁表示，肺癌已連續數年成為國內第一大癌症死因，隨著低劑量電腦斷層篩檢的運用，可早期偵測出小型肺癌，但小於1公分的肺部腫瘤，傳統手術方式會增加病患不適與提高併發症的風險。
院方建置這間具備斷層掃描功能的複合式手術室，設有多軸式機械臂錐束斷層造影系統，可在手術中進行電腦斷層掃描等影像檢查與定位，同時配備最先進的3D影像整合平台，讓病患在無痛的狀態下完成麻醉、定位及手術，降低手術風險，也提高手術精準度與成功率。
一名40歲婦人篩檢發現左上肺葉有1顆0.6公分的毛玻璃狀結節，胸腔內外科團隊透過擴增透視導引系統，深入預定切除的肺部表面及深部範圍，再以單孔胸腔鏡微創手術精準切除定位範圍，患者術後恢復良好，3天即順利出院。
外科部主任何明志表示，院內複合式手術室配置的新一代機械臂錐束斷層系統，比前一代機械臂展開長度多出10公分，斷層影像品質也較前一代更好，且可搭配折疊式手術床使用。
何明志並表示，除了肺部疾病外，更能應用在包括主動脈及周邊血管、顱內血管、腹內血管臟器及脊椎等各類型需要術中影像導引的手術，將可造福更多大新竹地區的民眾。
(中時 記者羅浚濱) "
24,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qexfg18al1gi69f&PageNO=1,俄羅斯首註冊新冠疫苗 世衛盼審查相關數據2020-08-12,2020-08-12,"
新冠肺炎疫情全球大流行，各國加緊研發新冠疫苗應對，俄羅斯率先跑出，總統普丁宣布，俄羅斯已成為首個註冊新冠疫苗國家。
俄羅斯總統普丁（Vladimir Putin）表示，國防部及衛生部門屬下機構Gamaleya Research Institute合力研發的新冠疫苗是安全，希望盡快啟動大型疫苗接種計劃。
普丁表示，「我知道它非常有效，可以形成強大的免疫力，我再說一遍，疫苗已經通過了所有必要的測試。」
普丁又交代女兒接種疫苗後的情況，在第一次注射當日，女兒體溫曾經升至攝氏38度，隔日降至約37度。到第二次接種後，女兒體溫再次上升。不過，普丁稱，女兒的感覺良好，體內產生了大量抗體。據外界所知，普丁有兩名女兒，他未交代接種疫苗的是哪名女兒。
當局表示，醫護人員、教師和其他面臨風險的群體，將會獲安排優先接種疫苗，最快在本月內開始。下月起會開始大規模生產，預期最快在10月初便有大量疫苗可供使用。法新社報導，現已有20個國家向俄羅斯訂購新冠疫苗，涉及疫苗劑量超過10億劑。
俄羅斯國防部較早前發聲明，指最後的臨床測試結果顯示，所有測試者身上產生明顯抗體反應，而且沒有副作用或異常反應（no side effects or abnormalities）。聲明稱，按實驗數據，新冠疫苗安全及有良好耐受性。
不過，外界對俄羅斯的疫苗安全性仍抱有疑慮，世界衛生組織（WHO）敦促俄羅斯，遵守疫苗生產相關安全指引；世衛發言人亞沙雷維奇（Tarik Jasarevic）又在簡報會上表示，正與俄羅斯衛生部門密切聯絡，討論讓世衛對疫苗資格進行審核；而世衛強調，任何有關疫苗的審核都會對所有必要的安全性和有效性數據作出嚴格評估。
另外，美國權威傳染病專家弗契（Anthony Fauci）則指，不希望俄方在未完成測試前安排接種。
(香港經濟日報) "
25,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qexf0ecg3k504oi&PageNO=1,衛福部將推醫療資安聯防機制 擬納入醫院評鑑制度中2020-08-12,2020-08-12,"
「去年8月29日，臺灣有38家醫院受到WannaCry勒索病毒威脅。」衛福部關鍵基礎設施資安工作推動專案辦公室主任范仲玫指出，當時，受到攻擊的醫院即時通報威脅狀況，這關鍵的一步讓衛福部和其他醫院掌握情資，才能在短時間內控制，未造成太大的影響。這個資安情資共享的機制，還可歸功於衛福部3年前開始推動的醫療資安政策。
醫療資安首要任務：聯防機制建立情資共享
這項政策可分為五大面向，首要就是強化聯防機制。聯防機制指的是情資分享（ISAC）、緊急應變處理（CERT）和聯合監控（SOC），透過醫院在訊資安分享與分析平臺（H-ISAC）上通報資安事件，來給OT風險評估輔助系統、情資及弱點資料庫等分析，再回饋給醫院。
最初，衛福部先要求關鍵基礎設施（Critical Infrastructure，簡稱CI）醫院加入衛福部建置的H-ISAC，只要發生資安事件，就得通報。國內CI醫院共有64家，非CI醫院則有400多家，目前加入聯防機制的則有49家。而H-ISAC上線已滿兩年，范仲玫指出，衛福部也於去年開始推動資安通報機制，「目前加入情資交換的醫院有200多家，」而去年WannaCry勒索病毒事件，就是這200家中的38家來通報。
除了H-ISAC，衛福部去年也完成了H-CERT的建置，目前還在累積實際運作經驗。至於SOC，則預計今年底完成系統建置，並正式上線使用。
衛福部其他的醫療資安政策，還包括辦理資安課程、舉行資安演練、完成法遵事項，以及擴大實施規模等。她指出，辦理資安課程是要由上而下，從資安長開始營造資安管理共識，此外也要培養醫院內部的稽核人才；至於資安演練，則是要擴大規模，將非CI醫院也納入演練中。
而法遵部分，則是要訂定CI醫院的資安稽核計畫，一方面也協助醫院評鑑執行相關資安要求；此外，衛福部也計畫擴大H-ISAC會員招募範圍，將醫療資安產業鏈的相關廠商也納入其中，甚至要加入美國的H-ISAC會員。
衛福部籲：落實OT生命周期的資安管理
范仲玫指出，醫院要提高資安防護，還得從醫療儀器（OT）、第三方驗證和系統委外管理著手。首先，醫院越來越多醫療儀器能夠聯網、傳輸數據，雖然便利，卻也成為資安隱憂。為防止這個問題，她建議醫療院所在購買醫療儀器時，先查驗該醫療器材上市前、後，是否具有資安認證、符合相關規範，「雖然資訊安全現在只是參考指引，未來會是必備的項目。」
不只如此，醫院對於OT的資安控管，也要有一套生命周期管理流程。她指出，首先是採購的資安評估，再來是交機驗收，包括資安防護資訊的登錄、防毒軟體安裝和硬碟備份等。第三步則是教育訓練，比如如何處理、判斷異常狀況，接著是維護保養，像是人員授權、軟體安全性更新和資安異常管理等。
下一步則是風險管理，「醫院得定期到現場盤點資安狀況，進行紅隊演練等。」最後，醫院該淘汰資安風險較高的老舊設備。
另一個保障醫療資安的做法，則是第三方驗證。范仲玫指出，由於推行電子病歷的關係，衛福部一直以來要求醫院須通過ISO 27001等第三方資安驗證，但她建議，醫院應逐步將所有核心系統也導入ISO 27001或CNS 27001等驗證，來確保資料安全性。
然而，不只是OT和系統要做好資安管理，「系統委外也需完善的管理。」比如醫院委外的資訊廠商，應具備完善的管理系統或第三方驗證，此外，「醫院也應定期稽核。」
下一步：調整醫院評鑑來鼓勵加入聯防機制
范仲玫坦言，光靠資安法難以推動全面的醫療聯防和資安防護，衛福部打算在醫院評鑑制度中，納入相關資安要求，來吸引醫療院所加入聯防機制、分享情資。此外，衛福部也計畫逐步要求醫療資訊業者，具備資安防護措施，或能說明防護機制，來降低醫院資安風險。
(iThome,王若樸) "
26,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qexev44ccd42kiv&PageNO=1,中研院翁啟惠團隊研發 一劑多效A型流感疫苗2020-08-12,2020-08-12,"
對抗今年冬季COVID-19疫情與流感同時夾攻，由中研院院士翁啟惠的團隊，成功研發出「單醣化嵌合血凝集素(chimeric HA)蛋白疫苗」，可對抗各種異株和亞型的A型流感病毒，減少因誤判病毒株導致疫苗防護力不足的問題。
該研究成果於今年7月登上國際期刊《美國國家科學院院刊》(PNAS)。
預防流感最佳方法是接種疫苗，但疫苗通常只針對單一亞型，不同亞型之間沒有免疫交叉性，一旦病毒突變，或者病毒株預測錯誤，當年趕製的疫苗就會失去預期保護力。因此，研究團隊擷取來自兩種不同病毒株的蛋白質，組合成全新的血凝集素，再輔以中研院獨創單醣化技術，研發出「單醣化嵌合血凝集素蛋白疫苗」，可預防各種異株和亞型的A型流感病毒感染人體。
A型流感病毒的分類是由病毒表面的血凝集素(HA)以及神經胺酸(NA)兩種蛋白決定，經過排列組合，可以組成不同的病毒株，而病毒突變通常發生在血凝集素的頭部區域。
該論文第一作者本院廖心瑜博士後研究員為了克服H1亞型產生的抗體只能預防H1病毒感染的問題，便鎖定病毒表面一根根突起的血凝集素蛋白進行研究。
廖心瑜先將H1和H5不同亞型的血集凝素序列進行排列，找出H1和H5的共通序列，然後再將不同的區域排列組合，設計出不同於自然界存在的嵌合血凝集素。經過多方嘗試後，篩選出一個頭部含有共通H5序列、枝幹含有共通H1序列的嵌合蛋白。實驗發現，此蛋白可引發良好的免疫反應。
為了進一步優化疫苗效力，研究團隊還利用單醣化技術，修飾血凝集素上特定部位多餘的醣，簡化後的嵌合蛋白可以露出不易突變的區域，使得人體免疫系統更容易辨識、消滅已被感染的細胞。
研究團隊發現，將單醣化後的嵌合血凝集素結合中研院專利的醣脂佐劑(cHAmg + C34)一起使用，可產生較多的細胞激素以及T細胞反應，增強免疫效果。攻毒試驗結果也顯示能有效抵抗四種不同的H1N1病毒和兩種不同的H5N1病毒，達到至少80%的保護效果，甚至也能中和H3、H5、H7和H9等不同亞型的病毒。
該項技術亦可用來開發新一代冠狀病毒疫苗，以對付不斷突變的新冠病毒株。相關研究目前仍在進行中。
(工商時報 記者杜蕙蓉) "
27,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qexep2b5jixd9a7&PageNO=1,上半年訂單暴增 三星生技將斥資15億美元蓋新廠2020-08-12,2020-08-12,"
南韓三星生技（Samsung Biologics）11日宣布，將斥資1.74兆韓元（約15億美元）在仁川建設第四座製藥廠，看好未來幾年全球對藥品生產外包的需求激增。
日經報導，三星集團旗下的這家生技公司計劃，在2022年底前將產能提高70％，並增加1,800名員工。消息發布後，其股價收盤上漲4.28%。
三星生技執行長金泰漢在線上記者會說：「藥品的生產外包（供給）尚未滿足需求。將製藥生產過程外包的趨勢正在增長，我們預計該市場將以每年平均16％的速度成長。」
三星生技已在仁川經濟自由區擁有三家工廠，可大規模生產藥物。由於新冠肺炎疫情刺激需求，該公司今年上半年接下的新訂單，價值就高達去年總營收的近2.5倍，而第三座工廠的產能預計將於2022年達到上限。
這座新工廠預計將增加25.6萬升的產能，推升四座工廠的總產能達至62萬升，這將使三星生技領先於瑞士Lonza集團和德國Boehringer Ingelheim等競爭對手。
由於生物醫學的創新研發涉及巨大成本，許多製藥公司現在傾向專注於藥品開發，並將其生產業務外包。日本富士軟片（Fujifilm）最近也決定投資超過1,000億日圓（9.42億美元），以提高工廠產能。
(經濟日報 編譯王巧文) "
28,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qexdms4sb16gj3v&PageNO=1,生技股強心劑 杏國重磅新藥藥證有譜2020-08-12,2020-08-12,"
杏國11日公布新藥SB05PC全球胰臟癌三期人體臨床試驗期中(IA)分析結果，獨立資料監察委員會(DMC)未提及安全性問題，建議無須修改原計畫書，依照原計畫繼續執行本臨床試驗。杏輝集團董事長李志文預期，明年中可望完成三期臨床試驗，年底有機會結果出爐，並申請藥證。
李志文表示，做新藥最怕的惡夢就是因為安全性問題做不下去，或有效性不足、臨床需要做大量修改，導致時間延宕或資金不足，此次期中分析結果代表臨床試驗順暢，這是此次AI分析的最好結果！在團隊信心大增中，目前除了積極推動大陸三期床試驗外，也將加速授權和國際合作的進行。
杏國的SB05PC適應症為局部晚期或轉移胰臟癌，主要是針對使用FOLFIRINOX化療治療失敗後的二線用藥市場，並於美國、台灣、法國、匈牙利、南韓、俄羅斯及以色列等7個國家進行收案；截至今年7/30為止，218位病患數已入組，此次則是依101位病患死亡，而進行期中分析。
杏國總經理蘇慕寰表示，此次期中分析是依照美國FDA要求進行，當初並未設計數據公布，而是由DMC針對安全性與臨床試驗是否繼續執行，提出建議。完成的結案報告需待218位病人完成所有的療程，最慢的數據停止計算時間，會在最後一個收案、亦即今年7月30日後計算的48周，也就是明年第三季初，屆時將整理所有數據資料，進行結案報告。若數據達標，就會提出藥證申請。
蘇慕寰強調，AI分析不是解盲，是資料的整合，一般期中先解盲是要先看無惡化存活時間(PFS)、整體存活(OS)，期許結果正面後續要增加收案人數，成本會增加，而杏國的三期臨床試驗當初臨床設計就沒有設計期中解盲。
樂見天國一輝扮多頭
杏輝集團董事長李志文表示，樂見「天國一輝」成為生技族群多頭催化劑，主要是產業需要有好消息，也要有資金買單才能創造活水；但熱情過後，也需要基本面來支撐，預期隨著杏國新藥進行期中分析，未來四家股價走勢將不會一致。
李志文說，能引起大眾對生技股的重視不是壞事，合一的確是有授權金收入，母公司中天也可望受惠！當時是因合一的授權案，掀起生技股熱潮，讓投資人有信心去搜尋正在進行三期臨床、且即將進行期中分析或解盲的公司，而激勵市場關注杏輝和杏國，引發了「母以子貴」天國一輝的行情。
不過，他認為，生技產業終將要回歸基本面，以產業狀況和後疫情商機來看，對生技產業都十分有利。
新藥族群中，杏國是少數大都依賴母公司杏輝奶水發展的公司，真正向外募集的資金並不多。
李志文統計，SB05PC從德國藥廠技轉，當時德國藥廠已投入48億元資金研發，而杏國至今已花費12億元，總計該藥不僅投入60億元開發，從臨床前開發到現在進入三期臨床，已經過23年，即可見新藥開發的困難，尤其是胰臟癌新藥的開發。
過去杏輝因要支持杏國的新藥開發，每年獲利4、5億元，幾乎都讓杏國吃掉了，此舉也讓杏輝這幾年來EPS從約2元，降到僅剩下0.1元、0.2元，不過，明年杏國胰臟癌三期臨床就會有結果出爐，若是成功，授權金和銷售金就能讓杏國自力更生，也可以回饋到杏輝身上。
即使三期臨床結果不佳，那麼杏輝也可以有明確動作處理杏國，母公司也可以回到原來的獲利水平。
(工商時報 記者杜蕙蓉) "
29,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qevlnbzabs6m3b6&PageNO=1,首個阿茲海默症療法將問世？新藥Aducanumab取得美國FDA優先審查資格2020-08-11,2020-08-11,"
Biogen阿茲海默症實驗性治療藥物aducanumab獲得了美國食品和藥物管理局（FDA）的快速審查。
藥品申請已獲得優先審查，處方藥使用費法案（PDUFA）行動日期為2021年3月7日。FDA表示，將盡可能在優先審查下儘早對該申請採取行動。
如果獲得批准，aducanumab將成為首個減少阿茲海默症臨床衰退的治療藥物，據英國阿茲海默症研究機構稱，這種疾病在英國每十個癡呆症患者中大約就有六個受到影響。
FDA已同意在不使用優先審查憑證的情況下加快審查速度，以保證對藥物申請進行快速審查。該機構還計劃舉行一次外部專家諮詢委員會會議。
Biogen執行長Michel Vounatsos表示，「FDA接受aducanumab生物製品許可證申請並進行優先審查，這是改變阿茲海默症治療的重要一步。」
但在獲得批准之前，Biogen一路走來也有許多曲折。
該藥物最初根據獨立數據監測委員會的中止試驗建議而放棄作廢。
去年10月，該公司表示計劃在第三階段放棄該藥物後僅短短幾個月就提交aducanumab，因為在對第三階段參與研究中的一部分患者進行了更仔細的分析後，Biogen决定將該藥物提交給監管機構進行審批。
令人鼓舞的數據表明，充分接觸高劑量藥物的患者在認知和功能（包括記憶力，方向和語言）方面獲得了顯著的益處。
Biogen認為，aducanumab的第二項試驗失敗的原因可能是由於沒有足夠多的患者接受足夠劑量的高劑量藥物治療。
如果aducanumab被批准，Biogen可望獲得數十億美元的年收入。但是，如果最後被FDA否決，該公司將失去其產品線中最有希望的增長動力之一。
(生策會編譯) "
30,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qevkyl3bjygc0q6&PageNO=1,杏輝、杏國今停牌 將公布SB05PC胰臟癌三期人體試驗期中分析結果2020-08-11,2020-08-11,"
杏輝及子公司杏國11日將暫停交易，下午2點將召開重大訊息記者會，公布研發中新藥SB05PC全球胰臟癌三期人體臨床試驗期中分析(IA)結果。市場認為，此結果可能牽動新藥甚至生技類股的未來行情。
杏國11日下午2點將召開重大訊息記者會，公布新藥SB05PC全球胰臟癌三期人體臨床試驗期中分析(IA)之分析結果。杏國已於10日向櫃買中心申請11日暫停交易，母公司杏輝也同步向證交所申請11日暫停交易。
SB05PC為「帶正電荷微脂體」抗胰臟癌新藥，三期臨床設計主要是針對使用FOLFIRINOX化療組套治療失敗後之二線用藥市場，已分別取得歐洲藥品管理局(EMA)及美國FDA的胰臟癌孤兒藥認證資格。全球三期臨床試驗收案總目標收案病患數218例。
先前二期臨床試驗的結果，使用SB05PC合併Gemcitabine治療後預估可延長整體存活期約達13.7個月，且副作用發生率極低，可維持病患良好生活品質。胰臟癌仍是嚴重未被滿足的醫療需求，現有的胰臟癌藥物仍無法有效提升整體存活率，SB05PC顯著延長胰臟癌患者整體存活期22%，與無惡化存活期40%，可提供病患更好的治療選擇。
(財訊快報 記者何美如) "
31,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qevktx0lfq5cwdp&PageNO=1,布局東協透析市場 佳世達旗下凱圖投資印尼Frismed2020-08-11,2020-08-11,"
佳世達集團持續布局東協醫療市場，旗下凱圖國際昨（10）日宣布，投資印尼當地最大捐血耗材通路商Frismed，成為繼凱圖泰國分公司之後的第二個東南亞營業據點。
透過Frismed在印尼市場綿密完善的通路，將進一步推廣明基佳世達集團醫療產品，如透析產品、血漿治療產品、手術燈檯、超音波等，服務印尼透析、捐血、及各式醫療器材需求，深耕當地市場。
佳世達醫療器材事業群總經理楊宏培表示，東南亞有6.5億人口與內需市場，其中印尼是世界第四大人口國，有2.6億人口，攜手Frismed不僅是凱圖在印尼的重要起步，也是集團醫療事業東南亞布局的新里程碑。
楊宏培指出，凱圖去年已在泰國設立分公司，成為開展東協商機的第一步，期待未來能將更多優質的醫療產品帶到印尼。此外，考慮到台灣未與東協簽署貿易協定，進口醫療器材關稅高，未來也會積極尋求更多策略聯盟，或尋找適當標的設立生產基地，以服務東南亞醫療市場的需求。
印尼市場因人口眾多，2018年醫療總支出291億美元，為東協六國之冠。然醫療器材市場規模95%仰賴進口，達9.3億美元，平均年複合成長率10%以上，顯示印尼醫材產品之需求呈現增加趨勢，市場商機相當龐大。
凱圖國際董事長陳明正表示，Frismed是印尼捐血耗材最大的供應商。凱圖投資Frismed後，與Frismed同為日本Kawasumi血袋代理商，其總和銷售量將大幅提高對原廠的影響力。印尼接受透析治療人數約2.5萬人，但目前治療比例僅25%，由於政府推動洗腎補貼，治療人數會伴隨著經濟成長逐漸發酵，透析市場成長潛力可觀。
看好相關產品在市場的龐大商機，凱圖國際與Frismed於2020年8月雙方通過合作案，將派任凱圖總經理陳忠義擔任Frismed董事長，並邀請Frismed總經理Fredho Halim留任，以更雄厚豐富的產品與專業營銷團隊，攜手搶攻印尼醫療市場商機。
明基佳世達集團近年積極籌組醫療艦隊，看好國內外洗腎市場的成長性，持續擴展透析事業。除最新的印尼Frismed投資案之外，6月攜手國韶實業，藉此取得自主生產透析液與消毒液戰略物資的能力，並串聯目前的明基透析、明基生物技術、凱圖國際等夥伴，提供一條龍的完整價值鏈。
(經濟日報 記者何佩儒) "
32,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qevkpctyw9hqu4u&PageNO=1,台美簽署醫衛合作備忘錄2020-08-11,2020-08-11,"
總統蔡英文10日接見美國衛生部長阿札爾（Alex Azar II），感謝美國總統川普、國務卿蓬佩奧及許多美國的友人，肯定台灣模式在全球對抗疫情上的貢獻，大力支持台灣的國際參與，期待台美在共同研發和生產疫苗以及藥品上都能夠有顯著進展。
另衛福部長陳時中、美國衛生部部長阿札爾也共同見證「醫療衛生合作瞭解備忘錄」簽署儀式，合作擴及全球衛生安全、傳染病防治、公衛實驗室、慢性病防治、數位健康、藥物濫用、健康傳播、衛生人力領域等項目。
蔡英文接見阿札爾等一行時表示，從今年3月台美共同發表防疫夥伴關係聯合聲明後，雙方在防疫物資交流及疫苗藥品研發生產方面，持續加強合作，相信透過這次訪問團實地走訪，可更清楚了解台灣如何處理疫情，台美雙方也能就關注議題當面交換意見，共同研擬未來合作方向。她重申，政治因素不應凌駕在健康人權之上，WHA排除台灣的參與是違背醫衛普世人權的原則。
阿札爾則表示，美國對台灣成功民主制度表示讚賞，台灣防疫措施可謂世界上數一數二成功典範，這歸因台灣社會及文化開放、透明和民主。
此外，昨天由台美事務委員會主委楊珍妮及美國在台協會台北辦事處處長酈英傑簽署「醫衛合作瞭解備忘錄」，楊珍妮指出，簽署MOU後將彰顯台美衛生相互信賴合作，也將在更多方面有更廣更深的連結。酈英傑則稱讚，「台灣模式」使台灣防疫很成功，並與世界分享抗疫經驗，還能提供口罩給美國、歐盟等夥伴。
談及新冠疫情的快篩試劑及疫苗，阿札爾說，美國已投入20億美元研發快篩試劑，並取得很大進展，兩周前也有另外七筆資金投入相關研發，包含PCR（聚合酉每連鎖反應）實驗室測試，目前首要工作是確保疫苗安全、有效且符合美國FDA水準，量產後將優先提供美國國內使用，行有餘力後將公平地提供國際社會。
另傳出美國擬籌組新的公衛組織，台灣有無機會加入？阿札爾強調，美國一直是、未來也持續是公衛社群最大資助者，未來離開世衛後，將和世界展開雙邊、多邊合作，並會和台灣討論參與的意願。
(工商時報 記者彭媁琳、郭建志) "
33,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qevke0dpfbvjrov&PageNO=1,科妍、泰宗簽署3產品中國獨家總經銷合約2020-08-11,2020-08-11,"
科妍將自行研發治療退化性關節炎專用一針劑型關節腔注射劑、三針劑型關節腔注射劑及治療間質性膀胱炎專用膀胱灌注液大陸市場獨家總經銷，授權予興櫃泰宗公司，泰宗負責科妍前述三項產品大陸市場獨家總經銷，合約為期15年，預計對於科妍未來營收將產生重大性貢獻。
大陸用在治療退化性關節炎的注射類藥物有四類：非類固醇類消炎藥、鎮痛藥物、糖皮質激素和關節腔注射液(包括透明質酸產品)，整體市場規模在2018年達到98.2億元人民幣，2014-2018年複合增長率為2.2％。根據Forest Sullivan產業報告分析預測，大陸治療退化性關節炎的透明質酸關節腔注射液的市場規模將在2021年上看約20億元人民幣。
大陸目前治療退化性關節炎的透明質酸產品，主要由國產品牌組成，2018年國產品牌市場佔有率近8成。目前大陸市場主流的透明質酸關節腔注射劑需要在一個療程裡進行三次或五次注射，由於一針劑型技術門檻高，因此大陸市場還沒有一個療程單次注射的產品上市。科妍的一針劑型關節腔注射劑產品具競爭力。
間質性膀胱炎又稱為膀胱疼痛綜合症是一種原因不明的膀胱疾病，症狀是頻尿(通常每10分鐘一次)、尿急、骨盆或是膀胱感到極大壓力與疼痛、進行性行為時也會感受到極大疼痛，患者的生活品質大受影響，甚至引發憂鬱症。目前主要透過口服藥物、膀胱灌注療法或手術療程來進行治療，透明質酸膀胱灌注產品屬於非手術療程，且無口服藥物會造成肝腎負擔的副作用。
科妍膀胱灌注液為台灣健保給付用藥，醫生臨床使用效果佳，目前在大陸市場僅有美國Mylan大藥廠生產的Cystistat產品上市，2020年預計在大陸的營收超過約2500萬人民幣，每年成長率超過10%，因此透明質酸膀胱灌注液在大陸亦是極具發展潛力的藍海市場。
(時報資訊 記者郭鴻慧) "
34,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qevk65t3vhr9bx8&PageNO=1,國軍台中總醫院斥資1.6億元成立癌症治療中心2020-08-11,2020-08-11,"
為提供民眾更高品質的醫療服務與照護，國軍台中總醫院昨(10)日成立「癌症治療中心」同時耗資1.25億元購進中部地區最新型的「真光刀」放射治療機，補足了該院以往無法做癌症放射性治療的缺憾，也大幅提升該院在台中地區的醫療水準和地位。
軍醫局副局長蔡建松、新任院長洪恭誠上午都出席剪綵儀式，包括衛生局副局長陳南松、立委何欣純、莊競程，和市議員李麗華、賴義鍠、曾朝榮等人也都前往共同剪採。
蔡建松指出，連同這台真光刀放射治療機，該中心花費1億6仟多萬元打造，且這台真光刀的雙機械手臂可以360度調整放射治療劑量，2分鐘內完成顱內立體定位放射治療手術、5分鐘內完成體內立體定位放射治療，整個療程可以在20分鐘之內完成。
而且影像定位精準度小於或等於0.3毫米，當病灶隨著呼吸移動時，影像導引能即時掌握，搭配6D治療床以六個軸向修正誤差，瞬時輸出適當劑量，對癌症病灶可以精準打擊。
洪恭誠說，為迎接這台與頂尖醫學中心相同等級的真光刀放射治療機，該院從去年開始，每兩周舉辦「周五癌症討論會」活動，以熟悉癌症的診斷與治療，研討內容涵蓋乳癌及肺癌的診斷與治療、化放療後口腔黏膜炎的預防及處理、紫杉醇化療藥物的臨床應用、癌症資訊系統導入，和真光刀建置及基因檢測與細胞治療應用等，藉以提升癌症治療的品質，未來會持續秉持專業的服務精神及「視病猶親」的態度，持續守護軍民健康，成為鄉親醫療照護的「好厝邊」。
(聯合報 記者黃寅) "
35,https://ibmi.taiwan-healthcare.org/news_detail.php?REFDOCTYPID=0o4dd9ctwhtyumw0&REFDOCID=0qetr14yfcnnkzto&PageNO=1,輝瑞和Gilead達成協議 將合作生產供應瑞德西韋2020-08-10,2020-08-10,"
美國藥廠吉利亞（Gilead）研發藥物「瑞德西韋」（Remdesivir）被視為武漢肺炎（新冠肺炎病毒病，COVID-19）候選治療藥物之一，美國另一製藥巨頭輝瑞（Pfizer）7日最新表示，該公司已同意製造和供應瑞德西韋，輝瑞執行長Albert Bourla對此稱，沒有任何一家公司或創新研究能終結疫情危機，但多人合作比單打獨鬥更強大。
《CNBC》報導，美國藥廠輝瑞和吉利亞達成協議，將加入生產和供應武漢肺炎治療藥瑞德西韋，輝瑞執行長Bourla稱，兩公司的協議，是創新生態系統的成員，共同努力提供醫療解決方案的好例子，而合作會比單打獨鬥更強大。
據報導，美國食品藥品監督管理局（FDA）在5月，授予了瑞德西韋緊急使用權，即使該藥物尚未得到該機構正式批准，但醫院和醫生都可以對住院的武漢肺炎患者使用該藥物。
另據約翰霍普金斯大學（Johns Hopkins University）數據，武漢肺炎已感染全球超過1900萬人，並在約7個月內殺死至少71萬5163人。
(自由時報) "
