,InfoId,TYWebsite,Name,Toldescribe,Add,Zipcode,Opentime,Px,Py,Website,Parkinginfo,Remarks,Tel,Fax,Changetime
17,36,travel.tycg.gov.tw/zh-tw/Consume/Detail/36,海老水產(原名:海老日本料理),2015桃園市金牌好店極具特色的傳統日本料理店，採用新鮮食材所料理的多道口碑名菜，是追求美味與美學遊客們的好選擇。,330 桃園市桃園區藝文一街80號,330,"星期日: 11:30 – 14:30, 17:00 – 22:00；星期一: 11:30 – 14:30, 17:00 – 22:00；星期二: 11:30 – 14:30, 17:00 – 22:00；星期三: 11:30 – 14:30, 17:00 – 22:00；星期四: 11:30 – 14:30, 17:00 – 22:00；星期五: 11:30 – 14:30, 17:00 – 22:00；星期六: 11:30 – 14:30, 17:00 – 22:00",121.30067,25.01581,,,,886-3-3578018,886-3-3579081,2019/04/19 16:55:26
18,37,travel.tycg.gov.tw/zh-tw/Consume/Detail/37,桃山日本料理亭,老闆每天親自上市場挑選食材，就是要讓客人吃到最棒的料理。沒有菜單的桃山，道道都是溫馨的感動。,330 桃園市桃園區民生路128號,330,11：30~14：00、17：30~21：00 (週一公休),121.31397,24.99247,,特約停車場(中信酒店),,886-3-3472859,886-3-3322101,2018/03/15 11:54:03
19,40,travel.tycg.gov.tw/zh-tw/Consume/Detail/40,TINA咖啡-桃園林口店,分店資訊：地址：桃園市龜山區文化三路646號 電話：03-3186996/03-3180607地址：桃園市大溪區瑞安路一段175巷55號電話：03-3074819,333 桃園市龜山區文化三路646號,333,平日及假日8：30~21：00,121.30184,24.99458,http://www.tinakitchen.com.tw/,,,886-3-3180607,886-3-3322101,2017/11/27 15:04:45
20,41,travel.tycg.gov.tw/zh-tw/Consume/Detail/41,摸油湯,剛跨入門面彷彿立即回到50年代阿嬤老家的光景。除了復古風外，這裡還提供上百種臺灣鄉土小吃及客家料理。,330 桃園市桃園區三民路二段41號,330,星期日: 17:00 – 01:00；星期一: 休息；星期二: 18:00 – 02:00；星期三: 18:00 – 02:00；星期四: 18:00 – 02:00；星期五: 18:00 – 02:00；星期六: 18:00 – 02:00,121.31543,25.00104,,,,886-3-3334868,886-3-3322101,2020/08/23 12:02:37
21,42,travel.tycg.gov.tw/zh-tw/Consume/Detail/42,田園民俗茶藝館,在夜間光欣賞館內的兩扇古門，就是一種藝術的饗宴，館內小橋流水、亭閣樓台，來賓們悠遊自在，讓人忘了時間的存在。,330 桃園市桃園區永星街36號,330,11：00~23：00,121.28113,25.00595,,有 (60台),,886-3-3412155,886-3-3322101,2018/03/15 11:54:36
22,43,travel.tycg.gov.tw/zh-tw/Consume/Detail/43,新梅龍鎮復古餐廳,濃濃的茶、酒、飯、菜香，融合復古建築之美，讓用餐也變得雅致。紙糊燈籠、老酒罈、宮燈等古樸裝潢，與行家們一起分享。,330 桃園市桃園區三民路2段63號,330,11：00~22：30,121.31500,25.00088,,備有停車場(80台),,886-3-3311922,886-3-3322101,2018/03/15 11:54:49
23,44,travel.tycg.gov.tw/zh-tw/Consume/Detail/44,媽媽廚房,分店資訊：桃園區國際路二段501巷3-7號(亞洲店)　電話：03-341-2190蘆竹區南崁新南路一段32號(南崁店)　電話：03-322-6789桃園區陽明六街36號(建國店)　電話：03-361-3375中壢區福州二街502號(中壢店)　電話：03-433-6339,330 桃園市桃園區大興西路一段8號,330,"10：00-21：30 (供餐 11：00-14：30 ,17：00-21：00)",121.30876,25.01551,http://www.mamaskitchen.com.tw/,停車空間：(大興店【總店】)停車空間:有(20~30台)。(亞洲店)停車空間:有(10~20台)。(南崁店)停車空間:10台。(建國店)停車空間:無(周遭方便停車)。(復興店)停車空間:有(20台)。,,886-3-3462115,886-3-3322101,2018/03/15 11:55:14
24,45,travel.tycg.gov.tw/zh-tw/Consume/Detail/45,灶腳小館,推薦菜色：蟹黃豆腐煲、松坂杏鮑菇、蜜汁老油條、鹹蛋軟絲、水煮牛肉、宮保雞丁、酸筍肉片湯、糖醋黃魚以客家、四川菜的頂級美味，讓許多美食客喜歡來此打牙祭，也是許多網友推薦的美食名店。蜜汁油條、蟹黃豆腐、宮保高麗菜等，絕對不能錯過。,330 桃園市桃園區大興路218號,330,星期日: 11:00 – 14:00；星期日: 17:00 – 21:00；星期一: 11:00 – 14:00；星期一: 17:00 – 21:00；星期二: 11:00 – 14:00；星期二: 17:00 – 21:00；星期三: 11:00 – 14:00；星期三: 17:00 – 21:00；星期四: 11:00 – 14:00；星期四: 17:00 – 21:00；星期五: 11:00 – 14:00；星期五: 17:00 – 21:00；星期六: 11:00 – 14:00；星期六: 17:00 – 21:00,121.31298,25.01607,,,,886-3-3571356,886-3-3322101,2018/10/19 17:13:44
25,46,travel.tycg.gov.tw/zh-tw/Consume/Detail/46,四川味牛肉麵,門前的傳統紅瓦大灶特別吸引人。創店48年，湯頭口味及佐料成分，最是令老顧客難忘。Q韌彈牙的酢醬麵是老饕再三推薦的麵點。,330 桃園市桃園區永安路22號,330,11：00~18：30,121.31000,24.99561,,,,886-3-3338341,886-3-3322101,2018/03/15 11:56:06
26,47,travel.tycg.gov.tw/zh-tw/Consume/Detail/47,小放牛,專賣日式手工拉麵的小放牛，招牌麵「三色牛肉拉麵」頗獲好評。老闆多次親赴日本學習道地烹調技術，燒肉海鮮拉麵，以及韓式泡菜拉麵等，為牛肉麵族的最愛。,330 桃園市桃園區經國路268號,330,依各店家營業時間,121.30378,25.02128,,,,886-3-3268001,886-3-3322101,2018/03/15 11:56:22
27,48,travel.tycg.gov.tw/zh-tw/Consume/Detail/48,老周酥烤蔥仔餅,不油、不膩，先煎再烤，老周酥烤蔥餅就是香脆可口，很能抓住顧客的胃。,330 桃園市桃園區南山街180號,330,09：00~21：00,121.30407,24.98561,,路邊停車，可外送,,886-3-2188786,886-3-3322101,2015/01/09 18:24:16
28,49,travel.tycg.gov.tw/zh-tw/Consume/Detail/49,阿和潤餅,潤餅、珍珠紅豆湯圓、餛飩湯是必點三料理，許多饕客慕名而來。,330 桃園市桃園區博愛路31號,330,11：00~14：00 (不固定休),121.31155,24.99568,,路邊停車,,886-3-3353283,886-3-3322101,2018/03/15 11:56:35
29,56,travel.tycg.gov.tw/zh-tw/Consume/Detail/56,金河冬粉丸,招牌餐「冬粉丸」是饕客每到必點的餐。美味的福州魚丸，更是不可錯過。,330 桃園市桃園區復興路342號,330,星期日: 08:00 – 20:00；星期一: 08:00 – 20:00；星期二: 休息；星期三: 08:00 – 20:00；星期四: 08:00 – 20:00；星期五: 08:00 – 20:00；星期六: 08:00 – 20:00,121.30560,24.98944,,路邊停車,,886-3-3377638,886-3-3322101,2020/08/23 12:02:20
30,58,travel.tycg.gov.tw/zh-tw/Consume/Detail/58,南門小吃,來過的食客都愛店內懷舊復古風味，各種傳統小吃，嚐過的饕客都讚不絕口。,330 桃園市桃園區南昌西街24號,330,05：30~15：00,121.30658,24.99214,,旁邊麥當勞下有停車場,,886-3-3388537,886-3-3322101,2017/08/28 10:46:53
31,59,travel.tycg.gov.tw/zh-tw/Consume/Detail/59,大眾勝峯麵食,饀料實在的餛飩湯，顧客讚不絕口。肉羹湯及鹹湯圓也很受青睞。,330 桃園市桃園區慈光街128號1樓,330,"11：00~20：00 , 14:30~16:00休息, 週日休",121.29959,25.00655,,路邊停車,,886-3-3163346,886-3-3322101,2018/03/14 15:58:17
32,60,travel.tycg.gov.tw/zh-tw/Consume/Detail/60,山東餃子館,料多味美，極具山東風味。除了各式北方麵食，還有各種口味的水餃。,330 桃園市桃園區正光路121號,330,11：00~14：00，17：00~20：00週日公休,121.29492,24.99440,,路邊停車,,886-3-3700403,886-3-3322101,2018/03/14 15:59:09
33,65,travel.tycg.gov.tw/zh-tw/Consume/Detail/65,健民潤餅,n/a,330 桃園市桃園區民權路104號,330,09：00~19：00賣完為止，每月第二週和第四週禮拜二公休,121.30937,24.99485,,路邊停車,,886-3-3324313,886-3-3322101,2020/01/15 16:29:45
34,66,travel.tycg.gov.tw/zh-tw/Consume/Detail/66,皇統冷熱冰,冰也有熱的？不是啦，老闆說，這是因為配料是現煮，且保持溫熱，搭配冰品後，就形成冷熱合併的「冷熱冰」。,330 桃園市桃園區縣府路260號,330,11：00~22：00,121.29928,24.99370,,路邊停車,,886-3-3395610,886-3-3322101,2018/03/14 16:01:42
35,69,travel.tycg.gov.tw/zh-tw/Consume/Detail/69,森鄰水岸咖啡館,森鄰水岸就在角板山公園下方，鳥瞰溪口台地及溪口吊橋，山光水色令遊客讚不絕口。咖啡、餐點、調酒，有時還能聽到當歌星的老闆來高歌。,336 桃園市復興區澤仁村1鄰溪口台2號,336,10：00~20：00,121.34610,24.81401,,備停車場,,886-3-3822108,886-3-3822108,2018/03/14 16:04:23
36,70,travel.tycg.gov.tw/zh-tw/Consume/Detail/70,銀合歡森林咖啡,擁有浪漫的溫馨感覺，還有美不勝收的庭園花草。坐在園中品味香濃的咖啡，或者品嚐餐廳裡美妙的滋味，都是一種心靈的絕妙盛宴。,336 桃園市復興區5鄰三民村52號之1,336,平日：09：00~19：00，假日：09：00~21：00  全年無休,121.39678,24.68394,http://puddings274.pixnet.net/blog/post/771177,,,886-3-3826318,886-3-3322101,2018/03/14 16:05:08
37,71,travel.tycg.gov.tw/zh-tw/Consume/Detail/71,元發飲食店,旁有角板山停車場,336 桃園市復興區中山路13-1號,336,08：00~18：00,121.35077,24.81422,,旁有台地停車場109格,,886-3-3822860,886-3-3322101,2018/10/08 10:41:05
38,73,travel.tycg.gov.tw/zh-tw/Consume/Detail/73,桃園觀光夜市,桃園觀光夜市位於桃園區中正路旁，每日夜幕垂降，綿延的巷弄陸續燈火通明，成為民眾夜間休閒消磨時間的好去處。眾多攤商店家集結在北埔路、正康二街及正康一街的巷弄分支間，販售類別一應俱全，琳瑯滿目，其中多樣的人氣美食更無法一言盡之，來一趟桃園觀光夜市，絕對不虛此行!,330 桃園市桃園區中正路與北埔路口,330,全年無休,121.30635,25.00289,,路邊停車,,886-3-3322101,886-3-3322101,2020/08/23 12:01:58
39,78,travel.tycg.gov.tw/zh-tw/Consume/Detail/78,七號公路義式咖啡館,北橫的台7線到了角板山的叉路口，可左轉進入一家十分雅致的地中海風餐廳「七號公路」，提供的餐飲以西式排餐為主，不論是黑胡椒去骨牛小排、德國豬腳，或是香草雞排，樣樣都是經典美食，最特別的是老闆娘親自烹調的米蘭碳烤豬肋排，微焦表皮下面，有著鮮美的肉感，讓人回味無窮！除了品嚐美食，您可以選擇靠近溪谷的庭院座椅，欣賞山稜的美麗景觀，讓味覺、視覺和觸覺，都達到極度舒暢的境界。貼心提醒：●有停車位。●週二公休。●平均消費：$300~$450／每人。●可使用國民旅遊卡。●晚間店家可能休息喔，如需享用晚餐可提前撥電話與店家預約。,336 桃園市復興區澤仁村詩朗14號之1,336,星期日: 10:00 – 19:30；星期一: 11:00 – 17:00；星期二: 休息；星期三: 11:00 – 17:00；星期四: 11:00 – 17:00；星期五: 11:00 – 17:00；星期六: 10:00 – 19:30,121.35590,24.82547,,店內：平面停車場；可停小型車8台；另路邊停車約30台。公有仁愛停車場：平面停車場；大型車9格；小型車174格。 公有台地停車場：平面停車場；小型車109格。,晚間店家可能休息喔，如需享用晚餐可提前撥電話與店家預約。,886-3-3822997,886-3-3322101,2020/08/23 12:03:14
40,88,travel.tycg.gov.tw/zh-tw/Consume/Detail/88,瑞士鄉村農莊,進入瑞士鄉村，會被豐富的商品所吸引，【手工麵包】、【手工糕餅】、【蕃薯藤天然、有機系列商品專櫃】、還有本店自製生產的【手工香料鹽專櫃】及【手工醋專櫃】，陳列的壯觀，常是攝影玩家的拍攝主角呢！另外還有一間雅緻的【鄉村雜貨舖】，裡面有各式精心挑選由國外進口的鄉村雜貨。來到復興區不能錯過當地的特色物產，復興區的鱒魚、桂竹筍、以及不同季節的時令水果都被我們研發入菜，讓您能品嚐在地美味，更加豐富您的旅程！【建議遊程】復興區北橫公路串連慈湖、三民蝙蝠洞、基國派教堂、角板山風景區、東眼山森林遊樂區、小烏來風景區，以及達觀山自然保護區等景點，瑞士鄉村就位於這串景點的中間點，是您旅途中很好的中繼站！1. 定點悠遊、輕鬆愜意先到東眼山森林遊樂區或達觀山自然保護區吸收芬多精，中午在TINA廚房復興店享用午餐，接著到角板山風景區逛逛，可參觀角板山公園、角板山行館、同時買些當地民眾自產自銷的香菇特產，度過悠閒的一天。2.精采多元、盡興賞玩當然也可以來個兩天一夜或三天兩夜遊，行程還可從關西、三峽或宜蘭延伸過來，讓TINA廚房復興店成為旅途中難忘的休憩站！【榮譽事蹟】2012年桃園縣政府「衛生友善」認證標章2012年通過桃園縣政府環保局審核，榮獲「低碳餐廳金牌獎」認證標章2013年桃園縣政府觀光局舉辦的「北橫十大幸福外拍景點」網路票選活動第五名【貼心提醒】●平均消費：$350~$600／每人。●來店用餐請需提前電話預約。●可刷國民旅遊卡。●有停車位。,336 桃園市復興區三民里1鄰13-1號,336,星期日: 09:00 – 19:30；星期一: 09:00 – 18:00；星期二: 09:00 – 18:00；星期三: 09:00 – 18:00；星期四: 09:00 – 18:00；星期五: 09:00 – 18:00；星期六: 09:00 – 20:00,121.35121,24.82286,http://www.organicyam.com.tw/,停車位的空間大概三、四十個車位左右,,886-3-3822380,886-3-3822136,2020/08/23 12:03:09
41,112,travel.tycg.gov.tw/zh-tw/Consume/Detail/112,八方園鄉村餐館,八方園是桃園地區首屈一指的客家菜料理達人，由復古三合院老房子所搭建的懷古味餐廳，伴隨著道地且令人聞香下馬的美食，以及吃到飽的蕃薯飯，猶如來到美食的人間仙境。飽餐一頓還可以到景觀平台喝杯下午茶，聞聞草香、品嚐咖啡或濃茶，享受悠閒的時光。,326 桃園市楊梅區校前路580號,326,"平日11:00~14:00、16:30~20:30。
假日11:00~14:30、16:30~20:30。
週一公休",121.14673,24.89442,,附停車場,,886-3-4784735,886-3-4784331,2020/08/23 12:02:34
42,113,travel.tycg.gov.tw/zh-tw/Consume/Detail/113,首烏客家海鮮餐廳,做藥膳起家的老闆廖益詳店內以客家菜為主，不過比傳統客家菜更多了創意。因為朋友捕魚，店內也賣南寮、竹圍海域的野生船釣海鮮。,326 桃園市楊梅區新成路61號,326,星期日: 10:30 – 14:00；星期日: 16:30 – 21:00；星期一: 10:30 – 14:00；星期一: 16:30 – 21:00；星期二: 10:30 – 14:00；星期二: 16:30 – 21:00；星期三: 10:30 – 14:00；星期三: 16:30 – 21:00；星期四: 10:30 – 14:00；星期四: 16:30 – 21:00；星期五: 10:30 – 14:00；星期五: 16:30 – 21:00；星期六: 10:30 – 14:00；星期六: 16:30 – 21:00,121.14686,24.91170,,附近有停車場,,886-3-4853158,886-3-3322101,2020/08/23 12:01:01
43,115,travel.tycg.gov.tw/zh-tw/Consume/Detail/115,珍香飲食店,四十年的金字招牌，和老闆一手好廚藝，不但吸引著外來遊客，也是區公所和區代會招待外賓品嚐客家美味的好地點。招牌菜是客家板條和薑絲大腸，懷舊的鹹、香、油滋味，坐在已經上了年紀的食堂舊椅子上，總讓人想起媽媽溫馨的好味道。,326 桃園市楊梅區大成路19號,326,9：30~14：00、16：30~20：00  週一休,121.14548,24.90756,,路邊停車,,886-3-4782273,886-3-3322101,2018/03/14 16:13:56
44,116,travel.tycg.gov.tw/zh-tw/Consume/Detail/116,有福餛飩,有福餛飩主要的美食為餛飩湯、米粉、粿仔條、乾餛飩等客家家常小吃料理，頗受老饕歡迎，來到有福除了必點的餛飩湯之外，粿仔條更是十分可口。,326 桃園市楊梅區大華街36號,326,16：30~01：00  周日休,121.14546,24.90784,,路邊停車,,886-3-4786236,886-3-3322101,2018/03/14 16:15:57
45,117,travel.tycg.gov.tw/zh-tw/Consume/Detail/117,阿蘭姐三代老店,好客之都Ⅲ,326 桃園市楊梅區大成路23號,326,星期日: 11:00 – 14:00；星期日: 16:30 – 20:00；星期一: 11:00 – 14:00；星期一: 16:30 – 20:00；星期二: 11:00 – 14:00；星期二: 16:30 – 20:00；星期三: 11:00 – 14:00；星期三: 16:30 – 20:00；星期四: 11:00 – 14:00；星期四: 16:30 – 20:00；星期五: 11:00 – 14:00；星期五: 16:30 – 20:00；星期六: 11:00 – 14:00；星期六: 16:30 – 20:00,121.14547,24.90764,,路邊停車,,886-3-4783266,886-3-3322101,2019/09/18 17:49:56
46,125,travel.tycg.gov.tw/zh-tw/Consume/Detail/125,好難吃牛肉麵,104.04.22接獲交通局觀光局通知，民眾反映店家不存在。今日撥電話皆無人接聽，故設定下架。by 安眉,326 桃園市楊梅區新農街592號,326,週一到週五：11：00~14：00 / 週六及週日：11：30~15：00,121.12330,24.91565,,,,886-3-4880219,886-3-3322101,2015/04/22 11:01:51
